yr	mo	dy	hr	mn	degT	m/s	m/s
2024	9	18	16	4	72	2.9	4.9
2024	9	18	16	24	77	2.7	4.1
2024	9	18	16	24	77	2.7	4.1
2024	9	18	16	34	64	2.7	4.2
2024	9	18	16	44	64	4.4	7.5
2024	9	18	16	54	62	4.8	6.8
2024	9	18	17	4	63	4.3	6.8
2024	9	18	17	14	61	4.4	6.2
2024	9	18	17	24	66	3.2	5.6
2024	9	18	17	34	72	3.3	5.9
2024	9	18	17	44	72	3.3	5.8
2024	9	18	17	54	76	3.7	5.9
2024	9	18	18	4	80	4	6.4
2024	9	18	18	14	74	3.8	6.1
2024	9	18	18	24	75	3.7	5.9
2024	9	18	18	34	84	2.8	4.9
2024	9	18	18	44	83	2.3	4.4
2024	9	18	18	54	76	2.3	3.7
2024	9	18	19	4	73	1.6	2.8
2024	9	18	19	14	63	1.9	2.7
2024	9	18	19	24	60	1.7	2.4
2024	9	18	19	34	55	1.1	2.2
2024	9	18	19	44	45	0.6	1.3
2024	9	18	19	54	347	0.5	1.1
2024	9	18	20	4	323	1.2	2.3
2024	9	18	20	14	319	1.4	2.2
2024	9	18	20	24	265	2.1	4.2
2024	9	18	20	34	252	2.9	4.5
2024	9	18	20	44	256	3.8	7.1
2024	9	18	20	54	276	4.5	7
2024	9	18	21	4	259	5.7	9.1
2024	9	18	21	14	257	6.7	11.1
2024	9	18	21	24	268	6.4	9.1
2024	9	18	21	34	262	6.6	10
2024	9	18	21	44	257	7.7	10.7
2024	9	18	21	54	271	6.4	9.6
2024	9	18	22	4	264	5.8	8.4
2024	9	18	22	14	275	6.1	8.6
2024	9	18	22	25	266	5.6	8.2
2024	9	18	22	34	267	5.1	7.4
2024	9	18	22	44	258	5.8	8.3
2024	9	18	22	54	259	5	7.1
2024	9	18	23	4	251	3.9	5.7
2024	9	18	23	14	242	3.6	4.8
2024	9	18	23	24	242	2.7	4.5
2024	9	18	23	34	231	2.6	4.9
2024	9	18	23	44	233	3.9	7.2
2024	9	18	23	54	244	3.8	6.2
2024	9	19	0	14	245	4.8	7.9
2024	9	19	0	24	249	5.3	8.4
2024	9	19	0	34	245	5.5	8.5
2024	9	19	0	44	247	4.2	6.9
2024	9	19	0	54	259	5.9	10.1
2024	9	19	1	4	257	5.6	7.7
2024	9	19	1	14	267	5.5	9.1
2024	9	19	1	24	280	6.1	8.9
2024	9	19	1	34	291	4.7	8
2024	9	19	1	44	278	6.3	10.3
2024	9	19	1	54	279	7.2	9.7
2024	9	19	2	4	278	6.2	9.8
2024	9	19	2	14	263	6.1	10.3
2024	9	19	2	24	274	6.4	10.2
2024	9	19	2	34	279	7.7	11.2
2024	9	19	2	44	284	6.7	10.2
2024	9	19	2	54	289	7	9.7
2024	9	19	3	4	288	7.2	9.6
2024	9	19	3	14	287	6.8	9.8
2024	9	19	3	24	285	6.1	9.4
2024	9	19	3	34	283	6.7	10.1
2024	9	19	3	44	284	6.7	10.3
2024	9	19	3	54	282	7.2	10.6
2024	9	19	4	4	287	6.3	9.8
2024	9	19	4	14	288	7.2	10.2
2024	9	19	4	24	282	7.5	10.8
2024	9	19	4	34	280	7.2	9.8
2024	9	19	4	44	283	6.8	11.4
2024	9	19	4	54	287	6.4	10
2024	9	19	5	4	290	6.1	9.3
2024	9	19	5	14	291	6.7	9.7
2024	9	19	5	24	293	5.7	8.4
2024	9	19	5	34	290	5.1	7.2
2024	9	19	5	44	294	5	6.8
2024	9	19	5	54	297	3.9	6.6
2024	9	19	6	4	306	2.8	4.8
2024	9	19	6	14	314	2	3.6
2024	9	19	6	24	327	1.4	2.7
2024	9	19	6	35	284	1	2.4
2024	9	19	6	44	182	0.9	2.3
2024	9	19	6	54	178	2.3	4.3
2024	9	19	7	4	198	3.2	6.2
2024	9	19	7	14	217	4	7.1
2024	9	19	7	24	227	4.8	8.3
2024	9	19	7	34	234	4.5	7.7
2024	9	19	7	44	245	4	7.7
2024	9	19	7	54	249	4.2	6.9
2024	9	19	8	4	248	5.4	7.5
2024	9	19	8	14	249	6.1	8.4
2024	9	19	8	24	249	5.3	7.8
2024	9	19	8	34	250	4.2	6.7
2024	9	19	8	44	249	3.1	5.5
2024	9	19	8	54	247	3.9	7.7
2024	9	19	9	4	248	5.2	9.5
2024	9	19	9	14	244	4.5	7.8
2024	9	19	9	24	248	4.6	8.6
2024	9	19	9	34	248	5.7	10
2024	9	19	9	44	249	6.6	10.2
2024	9	19	9	54	247	7.1	10.2
2024	9	19	10	4	234	5.4	9.5
2024	9	19	10	14	238	5.7	9.7
2024	9	19	10	24	247	5.9	10.2
2024	9	19	10	34	237	5.5	9.3
2024	9	19	10	44	234	5.6	9.9
2024	9	19	10	54	242	5.6	10.2
2024	9	19	11	4	238	5.1	8.8
2024	9	19	11	14	227	5.4	9.2
2024	9	19	11	24	227	5.4	9.2
2024	9	19	11	34	236	5.5	9.3
2024	9	19	11	44	238	4.6	8.4
2024	9	19	11	54	223	4.6	7.7
2024	9	19	12	4	222	4.4	7.9
2024	9	19	12	14	222	4.2	7
2024	9	19	12	24	207	3.3	6.1
2024	9	19	12	34	217	3.3	5.8
2024	9	19	12	45	206	2.6	5.4
2024	9	19	12	54	194	2.4	4.9
2024	9	19	13	4	204	2.6	4.6
2024	9	19	13	14	173	2.6	4
2024	9	19	13	24	186	1.9	3.2
2024	9	19	13	34	153	2.4	3.8
2024	9	19	13	44	152	2	3.2
2024	9	19	13	54	155	2.5	4.1
2024	9	19	14	4	139	1.9	3.3
2024	9	19	14	14	133	2.4	4
2024	9	19	14	24	131	2.5	3.8
2024	9	19	14	34	133	2.5	4
2024	9	19	14	44	131	2.2	3.3
2024	9	19	14	54	141	2.3	3.9
2024	9	19	15	4	144	2.2	3.4
2024	9	19	15	14	143	2.2	3.2
2024	9	19	15	24	137	2	3.3
2024	9	19	15	34	137	2.3	3.3
2024	9	19	15	44	137	2.3	3.5
2024	9	19	15	54	140	2.6	3.8
2024	9	19	16	4	138	2.5	3.7
2024	9	19	16	14	138	2.4	3.5
2024	9	19	16	24	135	2.7	4.2
2024	9	19	16	34	132	2.9	4.4
2024	9	19	16	44	136	3	4.7
2024	9	19	16	54	123	2.2	4.2
2024	9	19	17	4	105	1.7	2.9
2024	9	19	17	14	107	1.6	3.3
2024	9	19	17	24	117	0.8	1.8
2024	9	19	17	34	100	0.7	1.5
2024	9	19	17	44	88	0.8	1.7
2024	9	19	17	54	113	0.7	1.9
2024	9	19	18	4	118	1	2.2
2024	9	19	18	14	112	1	3
2024	9	19	18	24	107	1.1	2.4
2024	9	19	18	34	89	1.1	3
2024	9	19	18	44	64	2.1	3.3
2024	9	19	18	54	60	2.1	2.9
2024	9	19	19	4	59	1.9	2.5
2024	9	19	19	14	61	1.5	2.4
2024	9	19	19	24	57	1.3	2
2024	9	19	19	34	64	1.4	2.3
2024	9	19	19	44	58	1.4	2.2
2024	9	19	20	4	63	1.2	2
2024	9	19	20	5	63	1.2	2
2024	9	19	20	14	67	1.2	2.2
2024	9	19	20	24	94	0.7	2
2024	9	19	20	34	177	0.9	1.8
2024	9	19	20	44	191	1.2	2.2
2024	9	19	20	54	175	1.8	3.2
2024	9	19	21	4	212	1.8	3.7
2024	9	19	21	14	231	2.6	5.2
2024	9	19	21	24	251	4.2	7.3
2024	9	19	21	34	250	4.6	7.7
2024	9	19	21	54	249	4.8	8.1
2024	9	19	21	56	249	4.8	8.1
2024	9	19	22	14	247	5.2	7.9
2024	9	19	22	24	247	5.3	7.7
2024	9	19	22	24	247	5.3	7.7
2024	9	19	22	34	243	5.2	7.1
2024	9	19	22	44	247	4.6	7.1
2024	9	19	22	54	244	4.2	6.6
2024	9	19	23	4	244	4.4	6.8
2024	9	19	23	14	242	4.3	6.7
2024	9	19	23	24	241	4.3	6.1
2024	9	19	23	34	252	3.8	6
2024	9	19	23	44	258	3.6	5.9
2024	9	19	23	54	257	3.3	6.3
2024	9	20	0	14	254	3.9	5.5
2024	9	20	0	24	259	4	5.6
2024	9	20	0	34	260	4.2	5.9
2024	9	20	0	44	258	4.6	6.4
2024	9	20	0	54	259	4.5	6.1
2024	9	20	1	4	260	4.1	5.7
2024	9	20	1	17	255	3.7	5.3
2024	9	20	1	24	257	3.9	5.4
2024	9	20	1	37	256	3.3	5.2
2024	9	20	1	44	254	3	4.4
2024	9	20	1	54	259	3.1	4.6
2024	9	20	2	8	255	3	4.4
2024	9	20	2	14	250	2.7	4.1
2024	9	20	2	24	244	2.6	4.1
2024	9	20	2	34	239	2.6	4.1
2024	9	20	2	44	234	2.3	3.9
2024	9	20	2	54	235	2.5	4
2024	9	20	3	5	225	2.4	4.1
2024	9	20	3	14	220	1.9	3.1
2024	9	20	3	24	231	1.8	3
2024	9	20	3	38	228	1.7	3
2024	9	20	3	44	234	2	3.3
2024	9	20	3	54	228	2.2	3.6
2024	9	20	4	4	228	1.8	3.6
2024	9	20	4	14	229	1.2	2.1
2024	9	20	4	24	224	1.2	2.2
2024	9	20	4	34	216	1.2	2.1
2024	9	20	4	44	219	1.1	2.6
2024	9	20	4	54	206	1	1.6
2024	9	20	5	4	174	0.4	1
2024	9	20	5	14	114	0.6	1
2024	9	20	5	24	49	0.7	1
2024	9	20	5	34	333	0.5	0.7
2024	9	20	5	44	7	1.2	2.3
2024	9	20	5	54	33	2.3	3.7
2024	9	20	6	4	47	2	2.7
2024	9	20	6	15	57	2.3	3.1
2024	9	20	6	24	94	1.8	3
2024	9	20	6	34	111	1.2	2.6
2024	9	20	6	44	127	1.1	2.1
2024	9	20	6	55	91	0.8	1.8
2024	9	20	7	4	81	1.4	2.7
2024	9	20	7	14	96	1.3	2.5
2024	9	20	7	24	105	1.9	3.2
2024	9	20	7	34	86	2.2	3.7
2024	9	20	7	44	62	3.5	5
2024	9	20	7	54	59	3.7	4.6
2024	9	20	8	4	68	3	4.3
2024	9	20	8	14	75	2.9	4.5
2024	9	20	8	24	78	3.2	5.1
2024	9	20	8	34	83	2.9	4.4
2024	9	20	8	44	81	2.9	4.7
2024	9	20	9	4	80	2.5	4.7
2024	9	20	9	14	98	1	2.9
2024	9	20	9	24	120	1.3	2.8
2024	9	20	9	34	98	1.7	3.1
2024	9	20	9	44	122	1.2	2.6
2024	9	20	9	54	89	1.6	3.1
2024	9	20	10	5	84	2.3	4.7
2024	9	20	10	14	65	3.2	4.6
2024	9	20	10	24	62	3.4	4.6
2024	9	20	10	34	66	3.2	4.6
2024	9	20	10	44	69	3.1	4.5
2024	9	20	10	54	74	2.6	4.6
2024	9	20	11	4	72	2.9	4.6
2024	9	20	11	14	72	2.8	4.9
2024	9	20	11	24	69	3.5	4.8
2024	9	20	11	34	66	3.1	4.6
2024	9	20	11	44	73	2.8	4.1
2024	9	20	11	54	68	2.2	3.6
2024	9	20	12	4	57	2.1	3.2
2024	9	20	12	14	49	2	3.6
2024	9	20	12	24	53	1.7	3.4
2024	9	20	12	34	39	2.5	4.1
2024	9	20	12	44	25	2.6	3.7
2024	9	20	12	54	35	2.5	3.6
2024	9	20	13	5	52	2.7	3.9
2024	9	20	13	14	58	2.6	4.1
2024	9	20	13	24	69	2.6	5.2
2024	9	20	13	35	121	1.4	2.8
2024	9	20	13	44	149	1.2	1.8
2024	9	20	13	54	138	0.9	1.9
2024	9	20	14	4	74	1.8	3.1
2024	9	20	14	14	64	1.8	2.8
2024	9	20	14	24	55	1.8	2.6
2024	9	20	14	34	66	1.2	2.9
2024	9	20	14	47	69	1.7	3.4
2024	9	20	14	54	37	2.5	4.7
2024	9	20	15	4	42	3.2	4.4
2024	9	20	15	14	58	3	4.3
2024	9	20	15	24	59	2.8	3.9
2024	9	20	15	34	62	2.7	3.8
2024	9	20	15	44	64	2.2	3.8
2024	9	20	15	54	49	2.9	4.3
2024	9	20	16	4	37	3.2	4.7
2024	9	20	16	14	22	3	4.6
2024	9	20	16	24	24	3.1	4.4
2024	9	20	16	39	34	3	4.3
2024	9	20	16	44	36	2.7	4.3
2024	9	20	16	54	46	3	4.4
2024	9	20	17	14	72	1.7	3
2024	9	20	17	14	72	1.7	3
2024	9	20	17	24	82	1.3	2.3
2024	9	20	17	34	100	1	2.3
2024	9	20	17	44	75	0.9	2
2024	9	20	17	54	77	1	2
2024	9	20	18	5	73	1	1.6
2024	9	20	18	14	80	0.9	1.6
2024	9	20	18	24	104	0.8	1.7
2024	9	20	18	34	59	0.8	1.9
2024	9	20	18	44	52	1.1	1.8
2024	9	20	18	54	64	0.7	1.8
2024	9	20	19	4	30	0.9	1.9
2024	9	20	19	14	38	0.7	1.5
2024	9	20	19	24	60	0.8	1.7
2024	9	20	19	34	43	0.6	1.8
2024	9	20	19	44	57	1.3	2.3
2024	9	20	19	54	35	0.9	1.9
2024	9	20	20	4	360	0.9	1.8
2024	9	20	20	14	9	0.8	1.6
2024	9	20	20	25	2	0.8	1.7
2024	9	20	20	34	5	1	1.9
2024	9	20	20	45	17	1.2	2.1
2024	9	20	20	54	27	1	1.9
2024	9	20	21	4	355	0.8	1.5
2024	9	20	21	14	254	1	2.8
2024	9	20	21	24	272	1.9	3.1
2024	9	20	21	34	271	2.1	3.5
2024	9	20	21	44	261	2.5	4.4
2024	9	20	21	54	271	2.5	4.1
2024	9	20	22	5	253	2.8	4.3
2024	9	20	22	14	269	3	4.7
2024	9	20	22	24	257	3.2	4.5
2024	9	20	22	34	254	3.3	4.7
2024	9	20	22	54	247	3.3	5
2024	9	20	22	55	247	3.3	5
2024	9	20	23	5	243	3.3	4.8
2024	9	20	23	15	244	2.9	4.6
2024	9	20	23	24	245	2.8	4.6
2024	9	20	23	34	245	2.8	4.7
2024	9	20	23	44	243	2.7	4.5
2024	9	20	23	54	238	2.3	3.8
2024	9	21	0	20	235	2.1	3.9
2024	9	21	0	25	235	2.1	3.9
2024	9	21	0	34	232	2.3	3.7
2024	9	21	0	44	244	1.7	2.9
2024	9	21	0	55	236	1.8	3.2
2024	9	21	1	5	233	1.7	3.1
2024	9	21	1	14	238	1.4	2.9
2024	9	21	1	24	243	1.4	2.7
2024	9	21	1	34	246	1.5	3.1
2024	9	21	1	44	234	1	2.4
2024	9	21	1	55	246	1.2	2.2
2024	9	21	2	4	264	1.8	3
2024	9	21	2	14	260	2.1	3.2
2024	9	21	2	25	279	1.7	2.8
2024	9	21	2	34	315	1.3	2.6
2024	9	21	2	44	332	1.5	2.4
2024	9	21	2	54	318	1	1.7
2024	9	21	3	4	332	1.2	2.1
2024	9	21	3	14	331	1.8	2.8
2024	9	21	3	24	299	2.3	3.6
2024	9	21	3	34	305	1.9	3.2
2024	9	21	3	44	316	1.3	2.2
2024	9	21	3	54	338	2.1	3.7
2024	9	21	4	4	348	3.5	6.1
2024	9	21	4	14	358	3.3	4.7
2024	9	21	4	24	341	3.3	5.1
2024	9	21	4	34	341	4.3	6.3
2024	9	21	4	44	342	4.9	7
2024	9	21	4	54	351	5.5	7.5
2024	9	21	5	4	352	5.5	7.6
2024	9	21	5	14	353	4.8	6.5
2024	9	21	5	24	353	4.6	6.3
2024	9	21	5	34	355	4	6.1
2024	9	21	5	44	11	3.6	5.3
2024	9	21	5	54	1	3.7	5
2024	9	21	6	4	31	3.6	6.1
2024	9	21	6	14	27	3.5	5
2024	9	21	6	24	40	3.6	5.3
2024	9	21	6	34	33	3.6	6.3
2024	9	21	6	44	33	4.3	6.5
2024	9	21	6	54	29	3.1	4.4
2024	9	21	7	4	40	3.2	4.7
2024	9	21	7	14	50	3.8	4.9
2024	9	21	7	24	49	3.7	4.6
2024	9	21	7	34	62	2.5	3.5
2024	9	21	7	44	54	3.5	4.6
2024	9	21	7	54	33	2.9	4.7
2024	9	21	8	4	37	2.4	4
2024	9	21	8	14	0	1.7	2.7
2024	9	21	8	25	8	1.3	2.1
2024	9	21	8	35	344	1.8	2.9
2024	9	21	8	46	11	1	1.8
2024	9	21	8	54	318	1	1.8
2024	9	21	9	5	350	0.6	2
2024	9	21	9	15	162	1	1.5
2024	9	21	9	24	133	1.3	3.1
2024	9	21	9	35	119	1.7	3.5
2024	9	21	9	45	92	2.6	5.9
2024	9	21	9	54	81	3.1	5.2
2024	9	21	10	4	78	2.8	4.8
2024	9	21	10	25	82	2.5	4.3
2024	9	21	10	27	82	2.5	4.3
2024	9	21	10	34	91	1.8	3.3
2024	9	21	10	54	117	1.2	2.3
2024	9	21	10	54	117	1.2	2.3
2024	9	21	11	4	112	1.2	2.1
2024	9	21	11	14	116	1.1	2.1
2024	9	21	11	24	122	1.3	2.1
2024	9	21	11	34	117	1.1	1.9
2024	9	21	11	44	111	0.9	1.6
2024	9	21	11	55	90	1.1	2.4
2024	9	21	12	5	94	1	2.2
2024	9	21	12	16	87	1.4	2.6
2024	9	21	12	34	93	1	2.7
2024	9	21	12	34	93	1	2.7
2024	9	21	12	50	129	1	2
2024	9	21	12	54	129	1	2
2024	9	21	13	4	156	1.1	2
2024	9	21	13	15	201	1.3	2.1
2024	9	21	13	26	200	0.7	1.8
2024	9	21	13	34	140	0.4	0.8
2024	9	21	13	54	110	0.7	1.5
2024	9	21	14	4	91	0.9	2
2024	9	21	14	24	83	1.3	2.6
2024	9	21	14	34	87	1.3	2.2
2024	9	21	14	54	78	2.1	3.5
2024	9	21	15	4	89	1.4	3.1
2024	9	21	15	14	84	1.7	2.9
2024	9	21	15	24	70	2.9	4.7
2024	9	21	15	37	77	2.4	4.1
2024	9	21	15	44	82	2.3	4
2024	9	21	15	54	85	1.7	3.8
2024	9	21	16	4	109	0.9	2.4
2024	9	21	16	14	92	1.3	2.6
2024	9	21	16	24	78	1.4	3
2024	9	21	16	34	78	2.2	3.8
2024	9	21	16	54	94	2	3.7
2024	9	21	17	4	111	1.4	3.1
2024	9	21	17	14	108	1.4	2.6
2024	9	21	17	24	92	1.7	3.3
2024	9	21	17	34	84	1.7	3
2024	9	21	17	54	113	1.5	3.1
2024	9	21	18	14	77	2.6	3.9
2024	9	21	18	24	73	1.9	3.3
2024	9	21	18	34	66	1.2	2
2024	9	21	18	44	83	0.8	1.8
2024	9	21	18	54	316	0.6	1.1
2024	9	21	19	4	283	0.5	1.4
2024	9	21	19	14	219	1	2.2
2024	9	21	19	24	173	1.1	2.1
2024	9	21	19	44	237	1.9	3.3
2024	9	21	19	44	237	1.9	3.3
2024	9	21	20	4	175	1.3	2.7
2024	9	21	20	24	207	1.4	2.8
2024	9	21	20	24	207	1.4	2.8
2024	9	21	20	44	204	1.5	3.1
2024	9	21	20	54	217	1.4	2.5
2024	9	21	20	54	217	1.4	2.5
2024	9	21	21	5	234	1.7	3
2024	9	21	21	24	254	2.3	3.9
2024	9	21	21	24	254	2.3	3.9
2024	9	21	21	34	253	2.7	5
2024	9	21	21	44	246	3.1	4.7
2024	9	21	22	4	245	2.6	4.7
2024	9	21	22	4	245	2.6	4.7
2024	9	21	22	14	245	2.7	4.7
2024	9	21	22	24	241	2.2	4.3
2024	9	21	22	34	234	2.6	4.5
2024	9	21	22	44	231	2.8	4.6
2024	9	21	22	55	219	2.9	4.7
2024	9	21	23	4	216	3.4	5.2
2024	9	21	23	14	215	3.2	5.1
2024	9	21	23	34	219	3.6	6.1
2024	9	21	23	44	215	3.2	5.7
2024	9	21	23	54	203	3.2	6.7
2024	9	22	0	14	191	2.6	5.5
2024	9	22	0	24	191	2.4	4.6
2024	9	22	0	34	191	2.3	4.5
2024	9	22	0	44	193	2.1	4.3
2024	9	22	0	54	188	2.1	4.2
2024	9	22	1	4	181	1.9	3.7
2024	9	22	1	14	181	1.4	2.8
2024	9	22	1	24	172	1.2	2.2
2024	9	22	1	44	171	1.1	2
2024	9	22	1	48	171	1.1	2
2024	9	22	1	54	173	0.6	1.3
2024	9	22	2	6	92	0.5	1.4
2024	9	22	2	14	64	1.5	2.7
2024	9	22	2	24	62	2.5	3.9
2024	9	22	2	54	54	2	2.7
2024	9	22	2	54	54	2	2.7
2024	9	22	2	54	54	2	2.7
2024	9	22	3	5	53	1.5	2.3
2024	9	22	3	15	45	1.7	2.6
2024	9	22	3	24	8	1.3	2.1
2024	9	22	3	34	232	1.1	2.3
2024	9	22	3	44	217	1	3
2024	9	22	3	54	225	1	2.4
2024	9	22	4	4	221	1.1	2.1
2024	9	22	4	14	210	1.1	2.7
2024	9	22	4	24	209	1.8	3.6
2024	9	22	4	34	203	2.1	4.7
2024	9	22	4	44	204	2.4	4.7
2024	9	22	4	54	194	1.7	3.3
2024	9	22	5	4	184	2.6	4.1
2024	9	22	5	14	189	2.3	4.5
2024	9	22	5	24	184	3.2	5.4
2024	9	22	5	34	177	3.5	4.8
2024	9	22	5	44	179	2.7	4.4
2024	9	22	5	54	178	3	4.5
2024	9	22	6	6	179	2.5	4.1
2024	9	22	6	14	172	1.8	3.2
2024	9	22	6	24	147	1.1	2
2024	9	22	6	34	115	1.1	2.2
2024	9	22	6	44	107	1.5	3.4
2024	9	22	6	55	114	1.3	2.4
2024	9	22	7	4	77	1.1	2.3
2024	9	22	7	15	95	0.7	1.7
2024	9	22	7	25	97	0.9	2
2024	9	22	7	35	78	1.7	2.7
2024	9	22	7	45	61	2.5	3.3
2024	9	22	7	54	61	2.7	4.2
2024	9	22	8	5	56	3.1	4.4
2024	9	22	8	14	53	3	4.3
2024	9	22	8	34	94	1.6	3.2
2024	9	22	8	34	94	1.6	3.2
2024	9	22	8	45	105	1.6	3
2024	9	22	9	4	89	1.6	4.1
2024	9	22	9	5	89	1.6	4.1
2024	9	22	9	15	110	1.2	2.4
2024	9	22	9	24	78	2.1	5
2024	9	22	9	34	64	4.3	5.6
2024	9	22	9	44	81	2.7	4.9
2024	9	22	9	55	76	3.3	5.1
2024	9	22	10	5	81	3.5	5.4
2024	9	22	10	15	81	3.5	5.6
2024	9	22	10	26	74	3.6	5.7
2024	9	22	10	44	77	3.3	5.2
2024	9	22	10	45	77	3.3	5.2
2024	9	22	10	55	88	2.6	4.4
2024	9	22	11	15	79	2.5	4.3
2024	9	22	11	20	76	2.9	4.5
2024	9	22	11	25	76	2.9	4.5
2024	9	22	11	34	78	2.7	4.7
2024	9	22	11	54	78	2.9	5.4
2024	9	22	11	54	78	2.9	5.4
2024	9	22	12	4	71	3.3	5.1
2024	9	22	12	14	65	4	5.5
2024	9	22	12	29	64	4.5	6.1
2024	9	22	12	45	65	4.4	6.2
2024	9	22	12	45	65	4.4	6.2
2024	9	22	12	55	66	4.5	6.8
2024	9	22	13	5	76	3.8	6.2
2024	9	22	13	20	77	3.8	5.6
2024	9	22	13	24	77	3.8	5.6
2024	9	22	13	35	75	3.6	5.8
2024	9	22	13	51	68	3.8	6
2024	9	22	14	5	69	3.6	6
2024	9	22	14	6	69	3.6	6
2024	9	22	14	14	65	4.2	6.3
2024	9	22	14	24	64	4.7	6.7
2024	9	22	14	35	60	4.3	6.4
2024	9	22	14	45	67	3.5	5
2024	9	22	14	55	84	2.6	4.6
2024	9	22	15	5	100	2.4	4.4
2024	9	22	15	15	102	2	4.3
2024	9	22	15	24	91	2.2	4.2
2024	9	22	15	34	79	2.2	4.5
2024	9	22	15	44	73	2.2	4.1
2024	9	22	15	55	56	3.2	4.7
2024	9	22	16	5	56	3.6	5.3
2024	9	22	16	16	50	3	4.5
2024	9	22	16	25	44	3.6	4.8
2024	9	22	16	36	49	3.9	5
2024	9	22	16	45	45	3.9	5.2
2024	9	22	16	55	40	3.5	4.8
2024	9	22	17	15	54	3.6	4.9
2024	9	22	17	16	54	3.6	4.9
2024	9	22	17	27	87	1.9	3.9
2024	9	22	17	37	96	1.5	2.8
2024	9	22	17	44	80	2.2	3.7
2024	9	22	18	5	99	1.9	4.3
2024	9	22	18	11	100	2.5	4.9
2024	9	22	18	14	100	2.5	4.9
2024	9	22	18	35	112	2.1	3.9
2024	9	22	18	35	112	2.1	3.9
2024	9	22	18	45	95	2.3	4.4
2024	9	22	18	57	84	3.2	5.3
2024	9	22	19	5	82	3.5	6.1
2024	9	22	19	14	84	4.3	7.7
2024	9	22	19	28	90	3.2	5.4
2024	9	22	19	37	99	3	6.1
2024	9	22	19	47	110	3	6.4
2024	9	22	19	56	114	2.6	5.3
2024	9	22	20	5	117	3.5	6
2024	9	22	20	15	105	3	6.1
2024	9	22	20	35	80	6.1	9.8
2024	9	22	20	41	86	6.6	12.6
2024	9	22	21	1	90	6.4	11.6
2024	9	22	21	5	90	6.4	11.6
2024	9	22	21	16	92	5.7	10.7
2024	9	22	21	24	93	5.7	12
2024	9	22	21	44	107	5.4	9.8
2024	9	22	21	45	107	5.4	9.8
2024	9	22	21	54	104	3.6	7.5
2024	9	22	22	6	93	4	8.3
2024	9	22	22	14	86	4.5	8.4
2024	9	22	22	35	63	8	11.2
2024	9	22	22	44	64	7.9	11.3
2024	9	22	22	45	64	7.9	11.3
2024	9	22	23	6	59	9.4	12.8
2024	9	22	23	6	59	9.4	12.8
2024	9	22	23	24	55	10	14
2024	9	22	23	36	55	10.4	15
2024	9	22	23	45	56	10.4	13.7
2024	9	22	23	54	58	10.8	14.3
2024	9	23	0	17	60	10.8	14.6
2024	9	23	0	27	59	11.6	15.8
2024	9	23	0	35	55	10.2	14
2024	9	23	0	44	57	11.1	14.7
2024	9	23	0	54	57	10.4	15.4
2024	9	23	1	14	61	10.5	15.2
2024	9	23	1	14	61	10.5	15.2
2024	9	23	1	24	68	8.5	15.1
2024	9	23	1	36	62	9.5	13.2
2024	9	23	1	54	68	6.8	11.8
2024	9	23	1	54	68	6.8	11.8
2024	9	23	2	7	68	7.4	12.9
2024	9	23	2	15	74	7.4	12.1
2024	9	23	2	25	81	6.8	11.5
2024	9	23	2	35	88	6.5	10.8
2024	9	23	2	44	80	5.9	10.7
2024	9	23	2	55	74	6.4	10.2
2024	9	23	3	4	79	5.8	9.3
2024	9	23	3	14	80	5	8.6
2024	9	23	3	24	87	5.1	9.7
2024	9	23	3	34	79	4.9	8
2024	9	23	3	44	79	4.5	8.5
2024	9	23	3	56	80	4.8	8.8
2024	9	23	4	4	84	4.3	7.6
2024	9	23	4	14	80	4.2	8
2024	9	23	4	24	72	4.6	6.6
2024	9	23	4	34	71	4.8	8.3
2024	9	23	4	44	72	4.8	8.1
2024	9	23	4	54	67	4.8	7.5
2024	9	23	5	4	72	3.7	5.8
2024	9	23	5	14	67	3.7	5.1
2024	9	23	5	24	57	4.1	5.2
2024	9	23	5	44	63	4	5.6
2024	9	23	5	46	63	4	5.6
2024	9	23	6	1	39	7.7	11.1
2024	9	23	6	4	39	7.7	11.1
2024	9	23	6	14	31	8.9	12.3
2024	9	23	6	24	34	8	11.6
2024	9	23	6	34	31	8.9	12.7
2024	9	23	6	57	32	8.4	12.4
2024	9	23	7	4	33	8.4	12.9
2024	9	23	7	10	32	9.3	15.1
2024	9	23	7	14	32	9.3	15.1
2024	9	23	7	24	42	9.8	13.8
2024	9	23	7	35	47	9.9	13.1
2024	9	23	7	44	44	10.3	13.9
2024	9	23	7	54	43	10.3	13.9
2024	9	23	8	4	42	10.6	14.9
2024	9	23	8	14	44	10.6	15.4
2024	9	23	8	24	44	11.3	15.6
2024	9	23	8	34	45	10.4	13.3
2024	9	23	8	44	47	10.8	14.8
2024	9	23	8	54	48	10.7	14.8
2024	9	23	9	4	46	9.9	13.9
2024	9	23	9	14	50	8.1	11.6
2024	9	23	9	24	64	6.4	9.1
2024	9	23	9	34	65	6.4	9.3
2024	9	23	9	44	65	6.8	9.7
2024	9	23	9	55	66	6.2	9.2
2024	9	23	10	4	68	5.9	8.8
2024	9	23	10	15	67	5.7	8.2
2024	9	23	10	26	63	6.4	9
2024	9	23	10	34	60	6.4	10.8
2024	9	23	10	54	52	7.4	13
2024	9	23	10	59	52	7.4	13
2024	9	23	11	4	58	8.6	13.4
2024	9	23	11	14	55	8.4	12
2024	9	23	11	24	52	8.3	12.4
2024	9	23	11	34	54	7.6	11
